epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,151.293,0.8349,0.50635,0.91848,0.85966,0.88581,0.93239,0.65858,1.0933,0.65806,1.04696,0.0009308,0.0009308,0.0009308
56,154.001,0.82949,0.51094,0.90197,0.88424,0.87227,0.93797,0.66031,1.09467,0.66446,1.04819,0.000911,0.000911,0.000911
57,158.071,0.81692,0.48309,0.90064,0.8638,0.90022,0.94089,0.6643,1.08179,0.68469,1.04767,0.0008912,0.0008912,0.0008912
58,160.648,0.80262,0.51207,0.91234,0.86419,0.88964,0.93433,0.6634,1.05584,0.66968,1.03572,0.0008714,0.0008714,0.0008714
59,163.023,0.80089,0.48539,0.88823,0.87135,0.88189,0.93049,0.66142,1.05918,0.65417,1.03602,0.0008516,0.0008516,0.0008516
60,165.409,0.858,0.49164,0.90161,0.87259,0.87706,0.92506,0.65667,1.07408,0.65319,1.04157,0.0008318,0.0008318,0.0008318
61,167.851,0.79329,0.47861,0.90061,0.88229,0.85486,0.92073,0.65304,1.08085,0.66564,1.04562,0.000812,0.000812,0.000812
62,171.335,0.78033,0.4589,0.90199,0.87209,0.86587,0.93235,0.66401,1.06888,0.6519,1.04112,0.0007922,0.0007922,0.0007922
63,173.95,0.76545,0.46886,0.88128,0.87003,0.88589,0.93892,0.66826,1.07635,0.64393,1.0406,0.0007724,0.0007724,0.0007724
64,176.598,0.78037,0.48171,0.89712,0.87562,0.88154,0.93546,0.66899,1.06894,0.63417,1.03616,0.0007526,0.0007526,0.0007526
65,179.327,0.72861,0.42744,0.87715,0.86674,0.8794,0.93296,0.66298,1.07815,0.64007,1.03525,0.0007328,0.0007328,0.0007328
66,181.777,0.77477,0.46824,0.90835,0.86958,0.87523,0.93302,0.66186,1.08073,0.63725,1.03642,0.000713,0.000713,0.000713
67,185.121,0.77509,0.47642,0.87567,0.87309,0.88107,0.93984,0.66702,1.06656,0.62929,1.03124,0.0006932,0.0006932,0.0006932
68,187.77,0.78921,0.44137,0.88907,0.87665,0.88739,0.94412,0.6718,1.05085,0.63068,1.02446,0.0006734,0.0006734,0.0006734
69,190.321,0.78308,0.52672,0.90869,0.88331,0.88864,0.94467,0.67315,1.0527,0.62777,1.02483,0.0006536,0.0006536,0.0006536
70,194.531,0.7957,0.47956,0.91133,0.87063,0.89062,0.93892,0.66992,1.06508,0.62547,1.02679,0.0006338,0.0006338,0.0006338
71,197.46,0.72519,0.45119,0.87918,0.86899,0.89194,0.93295,0.67183,1.0669,0.62327,1.0293,0.000614,0.000614,0.000614
72,200.738,0.79343,0.45962,0.90351,0.8698,0.8698,0.92666,0.66284,1.08342,0.63434,1.03619,0.0005942,0.0005942,0.0005942
73,203.14,0.83132,0.45567,0.88976,0.87289,0.86126,0.92665,0.66275,1.08171,0.6594,1.03357,0.0005744,0.0005744,0.0005744
74,205.911,0.76513,0.45562,0.89306,0.87082,0.86019,0.92646,0.66715,1.06318,0.67084,1.03122,0.0005546,0.0005546,0.0005546
75,209.296,0.72613,0.42855,0.8801,0.8754,0.86339,0.93379,0.6668,1.06127,0.66419,1.03346,0.0005348,0.0005348,0.0005348
76,212.391,0.74482,0.46165,0.87019,0.86989,0.88481,0.94151,0.67312,1.06297,0.64956,1.03774,0.000515,0.000515,0.000515
77,215.321,0.72352,0.42095,0.86186,0.87978,0.88251,0.94784,0.67659,1.06346,0.63154,1.03647,0.0004952,0.0004952,0.0004952
78,217.867,0.75654,0.43424,0.90222,0.89516,0.88389,0.95022,0.67641,1.07135,0.61778,1.03762,0.0004754,0.0004754,0.0004754
79,220.367,0.70587,0.40239,0.88735,0.89361,0.88744,0.95051,0.67047,1.07776,0.6072,1.0405,0.0004556,0.0004556,0.0004556
80,222.774,0.74198,0.41808,0.88904,0.87679,0.89648,0.9504,0.67378,1.06376,0.59796,1.03585,0.0004358,0.0004358,0.0004358
81,225.549,0.77503,0.47045,0.90999,0.86809,0.899,0.94821,0.67158,1.06854,0.59925,1.03871,0.000416,0.000416,0.000416
82,229.003,0.70441,0.4145,0.884,0.86795,0.8839,0.94622,0.67028,1.06764,0.60949,1.03615,0.0003962,0.0003962,0.0003962
83,231.443,0.70416,0.40867,0.86497,0.86515,0.89011,0.94673,0.66995,1.07895,0.62124,1.03745,0.0003764,0.0003764,0.0003764
84,233.835,0.72055,0.42534,0.88529,0.87646,0.88581,0.94881,0.67252,1.08189,0.62524,1.03819,0.0003566,0.0003566,0.0003566
85,236.28,0.69442,0.39317,0.86649,0.88572,0.88509,0.95133,0.67969,1.06934,0.6215,1.03407,0.0003368,0.0003368,0.0003368
86,238.895,0.67232,0.4004,0.88023,0.88845,0.89007,0.9521,0.6827,1.06238,0.61259,1.03244,0.000317,0.000317,0.000317
87,242.597,0.66815,0.39079,0.88993,0.88408,0.8872,0.9508,0.6835,1.06097,0.60394,1.03211,0.0002972,0.0002972,0.0002972
88,245.202,0.71597,0.39362,0.88001,0.88233,0.89328,0.94993,0.68138,1.06293,0.59991,1.03211,0.0002774,0.0002774,0.0002774
89,247.639,0.67166,0.42468,0.88374,0.88222,0.89434,0.95022,0.67982,1.06937,0.60009,1.0339,0.0002576,0.0002576,0.0002576
90,250.156,0.64834,0.39499,0.85773,0.88354,0.89063,0.9497,0.67749,1.07782,0.6014,1.03715,0.0002378,0.0002378,0.0002378
91,255.038,0.66125,0.37747,0.85555,0.88081,0.89968,0.94871,0.67728,1.07832,0.59975,1.03809,0.000218,0.000218,0.000218
92,257.947,0.68832,0.38941,0.8808,0.88451,0.90181,0.94965,0.67835,1.07105,0.59254,1.03612,0.0001982,0.0001982,0.0001982
93,260.417,0.6707,0.39075,0.86232,0.88549,0.90395,0.94994,0.67914,1.06321,0.58642,1.03434,0.0001784,0.0001784,0.0001784
94,262.747,0.66037,0.36795,0.85887,0.88128,0.91105,0.95042,0.6811,1.05763,0.58131,1.0327,0.0001586,0.0001586,0.0001586
95,265.224,0.63622,0.36505,0.86301,0.88209,0.91022,0.95187,0.6827,1.05607,0.57707,1.03214,0.0001388,0.0001388,0.0001388
96,267.8,0.65514,0.3865,0.86434,0.88363,0.90502,0.95111,0.6826,1.0539,0.57407,1.03125,0.000119,0.000119,0.000119
97,271.193,0.62082,0.34713,0.85938,0.88622,0.90604,0.95167,0.68379,1.05262,0.57222,1.03055,9.92e-05,9.92e-05,9.92e-05
98,273.727,0.62551,0.35287,0.86017,0.88711,0.90578,0.95126,0.68645,1.05071,0.57064,1.02994,7.94e-05,7.94e-05,7.94e-05
99,276.159,0.59898,0.3459,0.84544,0.88835,0.90859,0.9514,0.68723,1.05094,0.56992,1.03012,5.96e-05,5.96e-05,5.96e-05
100,279.03,0.63426,0.35814,0.86755,0.88908,0.90608,0.95167,0.68693,1.05105,0.57151,1.03054,3.98e-05,3.98e-05,3.98e-05
1,3.8278,1.41863,2.31441,1.10885,0.68224,0.74929,0.72982,0.47723,1.10183,1.68538,0.95053,6e-05,6e-05,6e-05
2,6.99888,1.30812,1.80862,1.05782,0.60498,0.77801,0.66496,0.40935,1.16327,1.48708,1.0565,0.000138614,0.000138614,0.000138614
3,9.99715,1.2091,1.20464,1.04656,0.68455,0.83145,0.7922,0.52183,1.12895,1.61508,1.03314,0.000215644,0.000215644,0.000215644
4,12.6296,1.21125,1.08046,1.02648,0.7328,0.80196,0.82212,0.52583,1.20859,1.34098,1.0801,0.00029109,0.00029109,0.00029109
5,15.239,1.17463,0.92818,1.02251,0.86134,0.80576,0.88471,0.60531,1.08351,1.03438,1.03309,0.000364952,0.000364952,0.000364952
6,17.8221,1.20801,0.8701,1.00435,0.85113,0.84312,0.88046,0.58376,1.13594,1.1239,1.02763,0.00043723,0.00043723,0.00043723
