epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,410.139,0.75143,0.53863,0.93289,0.82431,0.68195,0.77259,0.5502,1.10483,0.9383,1.08436,0.0003962,0.0003962,0.0003962
83,414.583,0.72974,0.51729,0.94781,0.86251,0.68123,0.79031,0.56085,1.10562,0.89662,1.08289,0.0003764,0.0003764,0.0003764
84,420.077,0.72435,0.52332,0.93131,0.86939,0.66905,0.78543,0.55664,1.11551,0.90996,1.08994,0.0003566,0.0003566,0.0003566
85,424.273,0.73352,0.50647,0.9471,0.83147,0.67479,0.77377,0.54949,1.11271,0.93199,1.08954,0.0003368,0.0003368,0.0003368
86,428.612,0.74903,0.53062,0.96603,0.85205,0.66691,0.77941,0.55711,1.10256,0.92298,1.0822,0.000317,0.000317,0.000317
87,434.264,0.70142,0.49624,0.92468,0.82493,0.70208,0.79318,0.57018,1.09095,0.8969,1.07651,0.0002972,0.0002972,0.0002972
88,438.805,0.6998,0.50088,0.92604,0.87412,0.68983,0.812,0.58361,1.09651,0.86738,1.07928,0.0002774,0.0002774,0.0002774
89,443.122,0.73493,0.52676,0.96167,0.88013,0.68903,0.82059,0.59017,1.08931,0.85064,1.07468,0.0002576,0.0002576,0.0002576
90,448.869,0.73296,0.48871,0.92174,0.86786,0.70057,0.82549,0.59446,1.08104,0.83543,1.06874,0.0002378,0.0002378,0.0002378
91,456.965,0.71596,0.50284,0.92668,0.86189,0.71972,0.83166,0.59711,1.07984,0.81565,1.06605,0.000218,0.000218,0.000218
92,462.561,0.71833,0.50935,0.92194,0.85533,0.70344,0.81471,0.58418,1.08357,0.85003,1.07134,0.0001982,0.0001982,0.0001982
93,467.18,0.68934,0.46541,0.92289,0.83054,0.7235,0.81955,0.58658,1.08557,0.84249,1.07231,0.0001784,0.0001784,0.0001784
94,471.39,0.6798,0.46117,0.9218,0.82838,0.74284,0.83084,0.59339,1.0893,0.81556,1.07283,0.0001586,0.0001586,0.0001586
95,476.994,0.67777,0.46986,0.91946,0.84208,0.73926,0.83505,0.59579,1.08974,0.80526,1.07293,0.0001388,0.0001388,0.0001388
96,481.524,0.67699,0.44282,0.91893,0.83239,0.74355,0.83016,0.59323,1.08382,0.81563,1.0726,0.000119,0.000119,0.000119
97,485.807,0.66079,0.43665,0.89929,0.83107,0.75,0.83211,0.59916,1.07691,0.80661,1.06927,9.92e-05,9.92e-05,9.92e-05
98,492.138,0.68861,0.47929,0.92713,0.83974,0.74693,0.83421,0.60063,1.0746,0.80349,1.06758,7.94e-05,7.94e-05,7.94e-05
99,496.555,0.69109,0.45482,0.91951,0.83931,0.74642,0.83353,0.59994,1.07434,0.80622,1.06719,5.96e-05,5.96e-05,5.96e-05
100,500.852,0.68368,0.43602,0.91781,0.84026,0.74605,0.83436,0.60081,1.07443,0.80353,1.06692,3.98e-05,3.98e-05,3.98e-05
